docId,filename,top topics, and contribution to doc ...
1,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaa,7,0.333,3,0.333,8,0.167,6,0.167
2,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xab,7,0.395,9,0.124,10,0.114,3,0.083,8,0.080,2,0.065,1,0.065
3,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xac,7,0.269,8,0.231,5,0.099,2,0.099,10,0.071,4,0.071,3,0.066
4,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xad,8,0.237,7,0.237,2,0.237,9,0.136,4,0.119
5,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xae,7,0.237,8,0.186,4,0.153,2,0.119,9,0.102,5,0.068,3,0.068,10,0.051
6,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaf,7,0.252,1,0.140,2,0.128,10,0.109,8,0.109,9,0.097,4,0.074,3,0.074
7,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xag,7,0.331,9,0.160,10,0.124,2,0.101,4,0.071,5,0.059,1,0.059
8,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xah,10,0.343,7,0.200,1,0.143,2,0.114,9,0.086
9,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xai,7,0.238,9,0.166,10,0.139,8,0.126,4,0.106,2,0.099,1,0.053
10,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaj,7,0.257,10,0.187,3,0.177,4,0.107,9,0.083,2,0.080,8,0.058
11,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xak,7,0.302,8,0.209,9,0.192,2,0.145,10,0.093
12,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xal,9,0.200,7,0.178,10,0.156,1,0.156,2,0.089,5,0.067,4,0.067
13,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xam,9,0.296,7,0.170,3,0.109,4,0.101,10,0.081,5,0.077,1,0.059,2,0.057
14,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xan,9,0.355,4,0.228,3,0.096,8,0.079,10,0.070,2,0.057
15,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xao,9,0.369,4,0.208,3,0.154,5,0.087,1,0.081
16,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xap,4,0.208,9,0.194,10,0.140,1,0.083,8,0.081,7,0.077,5,0.065,2,0.062,3,0.051
17,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaq,9,0.225,10,0.180,4,0.117,3,0.105,8,0.088,1,0.078,2,0.071,7,0.066
18,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xar,9,0.267,4,0.180,1,0.122,2,0.114,7,0.098,3,0.086,8,0.055
19,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xas,4,0.213,2,0.157,9,0.154,7,0.129,10,0.111,5,0.066,3,0.060,8,0.050
20,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xat,8,0.175,7,0.175,2,0.175,3,0.125,10,0.100,9,0.100,5,0.075,4,0.050
21,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xau,4,0.263,5,0.158,1,0.158,10,0.105,9,0.105,2,0.105,8,0.053,7,0.053
22,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xav,4,0.395,10,0.116,9,0.116,8,0.116,7,0.116,2,0.093
23,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaw,9,0.232,2,0.185,1,0.125,7,0.118,10,0.105,8,0.080,4,0.063
24,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xax,10,0.459,8,0.216,1,0.162,9,0.054
25,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xay,10,0.177,9,0.177,2,0.170,4,0.130,8,0.105,1,0.102,7,0.057
