topicId,rank,docId,filename
1,170,272,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkk
1,171,447,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xrd
1,172,445,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xrb
1,173,443,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xqz
1,174,406,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xpo
1,175,307,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlt
1,176,283,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkv
1,177,275,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkn
1,178,174,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgq
1,179,142,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfk
1,180,410,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xps
1,181,397,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xpf
1,182,323,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xmj
1,183,444,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xra
1,184,383,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xor
1,185,330,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xmq
1,186,304,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlq
1,187,125,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xet
1,188,305,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlr
1,189,292,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xle
1,190,269,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkh
1,191,267,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkf
1,192,193,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhj
1,193,141,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfj
1,194,382,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xoq
1,195,294,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlg
1,196,239,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xjd
1,197,183,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgz
1,198,177,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgt
1,199,122,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xeq
1,200,80,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xda
1,201,23,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xav
1,202,6,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xae
1,203,361,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xnv
1,204,109,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xed
1,205,27,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaz
1,206,428,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xqk
1,207,135,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfd
1,208,451,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xrh
1,209,377,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xol
1,210,326,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xmm
1,211,288,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xla
1,212,224,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xio
1,213,168,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgk
1,214,327,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xmn
1,215,321,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xmh
1,216,295,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlh
1,217,282,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xku
1,218,227,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xir
1,219,65,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xcl
1,220,59,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xcf
1,221,7,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaf
1,222,463,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xrt
1,223,230,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xiu
1,224,225,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xip
1,225,223,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xin
1,226,74,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xcu
1,227,5,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xad
1,228,460,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xrq
1,229,431,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xqn
1,230,373,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xoh
1,231,325,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xml
1,232,299,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xll
1,233,290,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlc
1,234,280,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xks
1,235,243,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xjh
1,236,113,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xeh
1,237,10,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xai
1,238,364,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xny
1,239,360,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xnu
1,240,278,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkq
1,241,248,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xjm
1,242,194,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhk
1,243,68,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xco
1,244,58,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xce
1,245,453,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xrj
1,246,285,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkx
1,247,234,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xiy
1,248,222,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xim
1,249,161,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgd
1,250,42,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbo
1,251,12,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xak
1,252,424,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xqg
1,253,421,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xqd
1,254,371,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xof
1,255,339,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xmz
1,256,333,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xmt
1,257,268,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkg
1,258,249,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xjn
1,259,236,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xja
1,260,232,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xiw
1,261,229,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xit
1,262,165,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgh
1,263,139,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfh
1,264,128,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xew
1,265,126,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xeu
1,266,112,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xeg
1,267,92,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xdm
1,268,473,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xsd
1,269,440,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xqw
1,270,374,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xoi
1,271,355,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xnp
1,272,284,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkw
1,273,251,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xjp
1,274,173,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgp
1,275,110,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xee
1,276,90,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xdk
1,277,72,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xcs
1,278,432,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xqo
1,279,401,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xpj
1,280,345,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xnf
1,281,301,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xln
1,282,300,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlm
1,283,189,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhf
1,284,157,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfz
1,285,149,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfr
1,286,130,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xey
1,287,120,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xeo
1,288,98,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xds
1,289,476,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xsg
1,290,448,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xre
1,291,412,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xpu
1,292,409,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xpr
1,293,376,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xok
1,294,215,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xif
1,295,214,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xie
1,296,212,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xic
1,297,176,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgs
1,298,153,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfv
1,299,136,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfe
1,300,133,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfb
1,301,105,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xdz
1,302,95,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xdp
1,303,475,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xsf
1,304,366,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xoa
1,305,362,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xnw
1,306,329,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xmp
1,307,302,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlo
1,308,297,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlj
1,309,277,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkp
1,310,273,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkl
1,311,245,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xjj
1,312,169,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgl
1,313,164,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgg
1,314,144,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfm
1,315,129,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xex
1,316,119,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xen
1,317,94,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xdo
1,318,55,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xcb
1,319,469,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xrz
1,320,441,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xqx
1,321,368,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xoc
1,322,353,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xnn
1,323,324,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xmk
1,324,320,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xmg
1,325,291,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xld
1,326,254,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xjs
1,327,247,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xjl
1,328,244,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xji
1,329,228,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xis
1,330,155,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfx
1,331,124,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xes
1,332,116,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xek
1,333,100,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xdu
1,334,97,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xdr
1,335,13,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xal
1,336,465,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xrv
1,337,438,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xqu
1,338,341,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xnb
1,339,335,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xmv
1,340,310,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xlw
1,341,287,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xkz
1,342,261,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xjz
1,343,246,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xjk
1,344,219,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xij
1,345,203,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xht
1,346,182,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgy
1,347,134,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfc
1,348,127,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xev
1,349,108,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xec
1,350,86,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xdg
1,351,56,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xcc
