docId,filename,top topics, and contribution to doc ...
1,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/.DS_Store,4,0.500,3,0.500
2,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaa,4,0.333,3,0.333,2,0.167,1,0.167
122,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xeq,5,0.418,4,0.191,2,0.191,1,0.149,3,0.050
123,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xer,4,0.389,2,0.264,5,0.208,3,0.097,1,0.042
124,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xes,2,0.410,5,0.262,4,0.164,1,0.115,3,0.049
125,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xet,5,0.507,3,0.174,1,0.114,2,0.104,4,0.100
126,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xeu,5,0.500,2,0.242,4,0.108,1,0.100,3,0.050
127,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xev,5,0.536,4,0.184,3,0.128,2,0.104,1,0.048
128,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xew,5,0.396,3,0.215,2,0.167,4,0.139,1,0.083
129,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xex,5,0.476,2,0.267,4,0.124,1,0.076,3,0.057
130,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xey,3,0.495,5,0.261,4,0.099,1,0.090,2,0.054
131,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xez,5,0.603,2,0.142,4,0.131,1,0.103,3,0.022
132,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfa,5,0.578,2,0.197,4,0.149,1,0.047,3,0.029
133,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfb,5,0.679,4,0.131,2,0.124,1,0.066
134,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfc,5,0.594,4,0.203,2,0.087,1,0.087,3,0.029
135,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfd,5,0.660,4,0.157,2,0.105,1,0.055,3,0.023
136,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfe,5,0.752,4,0.103,1,0.077,2,0.051,3,0.017
137,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xff,5,0.595,4,0.159,2,0.092,3,0.086,1,0.067
138,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfg,5,0.610,4,0.152,1,0.121,2,0.105,3,0.012
139,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfh,5,0.528,1,0.226,4,0.170,2,0.057,3,0.019
140,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfi,5,0.627,4,0.231,1,0.073,2,0.047,3,0.023
141,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfj,5,0.600,1,0.157,4,0.150,2,0.057,3,0.036
142,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfk,5,0.648,4,0.116,3,0.081,1,0.081,2,0.074
143,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfl,5,0.582,1,0.224,4,0.090,2,0.060,3,0.045
144,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfm,5,0.400,2,0.381,4,0.124,1,0.076,3,0.019
145,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfn,2,0.529,5,0.235,4,0.132,1,0.059,3,0.044
146,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfo,5,0.457,2,0.226,4,0.205,1,0.065,3,0.047
147,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfp,5,0.535,2,0.201,4,0.166,3,0.051,1,0.047
148,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfq,5,0.800,1,0.100,4,0.050,2,0.050
149,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfr,4,0.359,5,0.348,2,0.152,1,0.109,3,0.033
150,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfs,5,0.435,4,0.304,1,0.217,3,0.043
151,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xft,5,0.500,3,0.500
152,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfu,2,0.556,5,0.167,1,0.139,3,0.111,4,0.028
153,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfv,5,0.474,2,0.216,3,0.211,4,0.060,1,0.039
154,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfw,5,0.433,2,0.273,4,0.112,3,0.102,1,0.079
155,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfx,5,0.528,2,0.171,4,0.146,3,0.098,1,0.057
156,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfy,5,0.483,2,0.298,1,0.099,4,0.097,3,0.023
157,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xfz,5,0.465,2,0.232,4,0.162,1,0.101,3,0.040
158,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xga,5,0.523,2,0.323,1,0.077,4,0.046,3,0.031
159,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgb,5,0.383,2,0.307,1,0.154,4,0.123,3,0.034
160,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgc,2,0.481,5,0.261,4,0.107,1,0.107,3,0.045
161,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgd,2,0.632,5,0.167,1,0.114,4,0.070,3,0.018
162,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xge,2,0.750,5,0.107,4,0.107,1,0.036
163,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgf,2,0.536,5,0.183,1,0.176,4,0.078,3,0.026
164,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgg,3,0.926,5,0.026,1,0.026,4,0.019
165,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgh,2,0.500,3,0.282,5,0.112,1,0.071,4,0.035
166,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgi,2,0.727,4,0.114,1,0.091,5,0.045,3,0.023
167,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgj,2,0.554,5,0.211,1,0.141,4,0.083,3,0.012
