docId,filename,top topics, and contribution to doc ...
1,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/.DS_Store,11,0.500,8,0.500
2,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaa,17,0.333,22,0.167,19,0.167,15,0.167,4,0.167
3,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xab,22,0.403,5,0.102,20,0.061,25,0.046,6,0.046,3,0.043,15,0.037,18,0.036,16,0.036,21,0.031,8,0.029,12,0.022,11,0.017,2,0.017,14,0.015,24,0.014,4,0.014
4,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xac,22,0.236,15,0.159,16,0.104,14,0.060,18,0.049,4,0.049,9,0.044,21,0.033,6,0.033,24,0.027,3,0.027,25,0.022,10,0.022,8,0.022,1,0.022,20,0.016,2,0.016,13,0.011,12,0.011,7,0.011
5,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xad,6,0.220,21,0.203,16,0.186,22,0.153,4,0.051,2,0.051,24,0.034,5,0.034,25,0.017,20,0.017,12,0.017,9,0.017
6,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xae,16,0.220,22,0.169,4,0.119,25,0.102,21,0.085,13,0.034,11,0.034,7,0.034,5,0.034,3,0.034,24,0.017,20,0.017,19,0.017,18,0.017,14,0.017,9,0.017,6,0.017,1,0.017
7,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaf,22,0.353,25,0.085,20,0.062,24,0.054,21,0.047,10,0.043,18,0.031,15,0.031,12,0.031,8,0.031,5,0.031,4,0.027,3,0.027,2,0.027,6,0.023,23,0.016,16,0.016,11,0.016,9,0.016,14,0.012
8,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xag,22,0.367,16,0.130,5,0.077,25,0.071,12,0.047,3,0.041,23,0.030,21,0.030,11,0.024,6,0.024,24,0.018,20,0.018,7,0.018,1,0.018,18,0.012,15,0.012,14,0.012,13,0.012,2,0.012
9,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xah,3,0.257,22,0.171,5,0.143,2,0.143,25,0.114,24,0.029,20,0.029,15,0.029,10,0.029,7,0.029,6,0.029
10,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xai,22,0.298,25,0.119,3,0.119,20,0.086,15,0.066,21,0.046,16,0.033,12,0.033,8,0.033,6,0.033,13,0.026,9,0.020,24,0.013,23,0.013,18,0.013,14,0.013,7,0.013
11,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaj,22,0.385,25,0.073,5,0.073,2,0.064,4,0.040,20,0.037,18,0.037,3,0.037,15,0.034,11,0.034,6,0.031,10,0.028,12,0.024,23,0.021,21,0.018,13,0.018,24,0.012
12,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xak,22,0.320,6,0.110,5,0.110,25,0.076,3,0.052,21,0.035,16,0.035,15,0.035,8,0.029,23,0.023,20,0.023,12,0.023,11,0.023,13,0.017,10,0.017,2,0.017,24,0.012,9,0.012,1,0.012
13,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xal,1,0.133,22,0.111,12,0.111,11,0.111,19,0.067,10,0.067,24,0.044,23,0.044,18,0.044,14,0.044,2,0.044,25,0.022,16,0.022,15,0.022,9,0.022,8,0.022,7,0.022,4,0.022,3,0.022
14,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xam,18,0.188,22,0.152,1,0.077,16,0.067,9,0.061,3,0.061,6,0.043,12,0.036,8,0.036,15,0.030,23,0.028,4,0.026,14,0.024,13,0.024,5,0.024,10,0.020,20,0.018,11,0.018,7,0.018,24,0.014,25,0.012,21,0.010,2,0.010
15,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xan,18,0.311,1,0.145,23,0.061,22,0.061,15,0.053,16,0.039,3,0.039,6,0.035,24,0.031,14,0.031,11,0.031,19,0.026,13,0.022,12,0.022,4,0.022,21,0.013,7,0.013
16,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xao,18,0.369,23,0.067,4,0.067,5,0.060,24,0.047,14,0.047,20,0.040,9,0.040,1,0.040,15,0.034,21,0.027,12,0.027,10,0.027,2,0.027,8,0.020,3,0.020,19,0.013,13,0.013
17,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xap,18,0.179,13,0.105,22,0.101,3,0.051,25,0.050,15,0.048,16,0.045,10,0.044,2,0.041,24,0.036,12,0.036,23,0.033,6,0.029,19,0.026,1,0.021,20,0.020,21,0.018,9,0.018,17,0.017,11,0.017,5,0.017,4,0.017,14,0.014,8,0.012
18,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaq,12,0.164,9,0.124,25,0.092,8,0.061,24,0.056,5,0.056,18,0.049,15,0.046,10,0.039,3,0.037,2,0.034,16,0.032,1,0.031,14,0.027,22,0.025,19,0.022,21,0.019,11,0.015,6,0.015,23,0.014,20,0.010,17,0.010,13,0.010
19,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xar,11,0.180,1,0.149,3,0.078,18,0.063,19,0.059,14,0.051,12,0.051,23,0.047,4,0.047,22,0.043,25,0.031,8,0.027,21,0.024,20,0.024,16,0.024,9,0.024,6,0.024,24,0.020,5,0.016
20,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xas,16,0.154,9,0.154,12,0.092,22,0.061,11,0.061,18,0.053,20,0.043,5,0.039,1,0.038,3,0.033,8,0.032,21,0.029,25,0.026,2,0.026,10,0.022,4,0.021,24,0.017,14,0.017,6,0.017,13,0.016,23,0.015,7,0.015,15,0.012
21,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xat,15,0.300,21,0.100,24,0.075,13,0.075,12,0.075,3,0.075,16,0.050,11,0.050,8,0.050,23,0.025,18,0.025,14,0.025,7,0.025,4,0.025,1,0.025
22,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xau,16,0.263,9,0.158,19,0.105,18,0.105,10,0.105,22,0.053,21,0.053,12,0.053,6,0.053,2,0.053
23,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xav,16,0.512,20,0.116,12,0.093,19,0.047,14,0.047,11,0.047,1,0.047,25,0.023,21,0.023,4,0.023,3,0.023
24,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaw,12,0.205,6,0.109,1,0.085,11,0.080,21,0.079,22,0.072,24,0.056,4,0.055,2,0.034,16,0.033,10,0.033,15,0.026,18,0.022,20,0.017,5,0.017,8,0.016,9,0.013,25,0.011,7,0.011,3,0.011,23,0.010
25,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xax,10,0.297,25,0.135,1,0.135,15,0.108,24,0.054,22,0.054,20,0.054,5,0.054,16,0.027,6,0.027,4,0.027,3,0.027
26,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xay,12,0.102,16,0.094,10,0.091,6,0.083,21,0.071,2,0.060,25,0.052,20,0.052,13,0.052,24,0.042,22,0.035,19,0.035,23,0.034,18,0.032,1,0.031,8,0.029,11,0.025,3,0.025,15,0.019,4,0.014,9,0.012
27,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaz,7,0.365,11,0.087,4,0.087,21,0.077,19,0.077,20,0.048,6,0.038,23,0.029,18,0.029,13,0.029,12,0.029,17,0.019,10,0.019
