docId,filename,top topics, and contribution to doc ...
1,null-source,1,0.158,9,0.123,7,0.115,5,0.104,8,0.102,10,0.102,4,0.084,2,0.083,6,0.074,3,0.056
2,null-source,8,0.273,7,0.182,5,0.182,10,0.091,9,0.091,3,0.091,2,0.091
