docId,filename,top topics, and contribution to doc ...
1,null-source,5,0.149,2,0.121,8,0.108,9,0.105,1,0.104,6,0.095,4,0.095,7,0.083,3,0.074,10,0.065
2,null-source,10,0.364,4,0.273,2,0.182,9,0.091,3,0.091
