docId,filename,top topics, and contribution to doc ...
1,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/.DS_Store,24,0.500,7,0.500
2,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaa,10,0.333,22,0.167,13,0.167,12,0.167,1,0.167
3,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xab,10,0.388,12,0.153
4,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xac,10,0.209,22,0.121,9,0.110
5,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xad,16,0.169,10,0.169,2,0.169,19,0.119
6,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xae,16,0.220,10,0.169,2,0.102
7,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaf,10,0.333
8,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xag,10,0.331,16,0.154,11,0.130
9,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xah,11,0.200,10,0.143,22,0.114
10,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xai,10,0.238,11,0.185
11,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaj,10,0.336
12,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xak,10,0.419
13,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xal,3,0.111,2,0.111
14,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xam,10,0.285,21,0.101
15,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xan,10,0.276,4,0.145
16,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xao,10,0.268
17,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xap,24,0.180,11,0.107,10,0.102
18,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaq,21,0.129,22,0.117
19,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xar,7,0.169,24,0.125
20,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xas,16,0.208
21,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xat,9,0.100,8,0.100
22,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xau,25,0.158,20,0.158,6,0.158,17,0.105,16,0.105,10,0.105,2,0.105
23,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xav,16,0.488
24,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaw,22,0.149
25,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xax,6,0.405,9,0.243
26,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xay,18,0.174,6,0.103
27,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xaz,14,0.298,18,0.125,13,0.106
28,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xba,19,0.169,14,0.115,1,0.109,24,0.104
29,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbb,18,0.309
30,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbc,2,0.145,11,0.124
31,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbd,25,0.147,24,0.103,18,0.103,16,0.103
32,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbe,24,0.200,18,0.200,17,0.200,7,0.200,1,0.200
33,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbf,1,0.452,14,0.238
34,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbg,1,0.741
35,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbh,21,0.187,1,0.135,20,0.110
36,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbi,18,0.325
37,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbj,18,0.512
38,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbk,18,0.291,6,0.158,22,0.103
39,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbl,18,0.208,22,0.184
40,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbm,16,0.313,20,0.172
41,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbn,16,0.227,20,0.222,11,0.104
42,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbo,12,0.152,9,0.152,20,0.130,16,0.109
43,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbp,16,0.310,25,0.126
44,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbq,20,0.174,16,0.174,18,0.120
45,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbr,16,0.188,24,0.116,20,0.107
46,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbs,25,0.238,20,0.144,16,0.127
47,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbt,18,0.207,16,0.207,19,0.138
48,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbu,19,0.406,12,0.156,13,0.125
49,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbv,20,0.178,16,0.163
50,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbw,20,0.146,3,0.126,25,0.101
51,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbx,20,0.142,25,0.115,2,0.115
52,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xby,15,0.300,23,0.100,21,0.100,20,0.100,3,0.100,2,0.100
53,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xbz,19,0.137
54,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xca,20,0.420,16,0.133,19,0.101
55,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xcb,1,0.578,8,0.148
56,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xcc,8,0.161
